klucz,short_name,nationality,club_name,league_name,position
00006304,K. Gjasula,Albania,Hamburger SV,German 2. Bundesliga,RCM
00001875,K. Glik,Poland,Benevento,Italian Serie A,RCB
00002526,K. Grant,England,Huddersfield Town,English League Championship,LM
00003940,K. Gunter,Germany,Hellas Verona,Italian Serie A,CB
00014506,K. Guthrie,England,Bradford City,English League Two,LS
00006277,K. Hachisuka,Japan,Vegalta Sendai,Japanese J. League Division 1,LB
00006644,K. Hafez,Egypt,Yeni Malatyaspor,Turkish Süper Lig,LB
00004280,K. Hansen,Denmark,FC Nordsjalland,Danish Superliga,RCB
00013023,K. Hansen,Norway,Stabak Fotball,Norwegian Eliteserien,LW
00013621,K. Hansen,Norway,Sandefjord Fotball,Norwegian Eliteserien,LM
00004308,K. Harris,England,Sheffield Wednesday,English League Championship,RWB
00006805,K. Haugen,Norway,Molde FK,Norwegian Eliteserien,LB
00000063,K. Havertz,Germany,Chelsea,English Premier League,RM
00005760,K. Hazard,Belgium,KSV Cercle Brugge,Belgian Jupiler Pro League,LW
00012787,K. Hemmings,England,Burton Albion,English League One,ST
00013584,K. Hodzic,Sweden,Mjällby AIF,Swedish Allsvenskan,LWB
00007238,K. Hoggas,France,KSV Cercle Brugge,Belgian Jupiler Pro League,CM
00006844,K. Holmberg,Sweden,Djurgardens IF,Swedish Allsvenskan,CAM
00014411,K. Howkins,England,Newport County,English League Two,RCB
00007560,K. Ichimi,Japan,Yokohama FC,Japanese J. League Division 1,RS
00006603,K. Itakura,Japan,FC Groningen,Holland Eredivisie,LCB
00004666,K. Jakic,Croatia,Dinamo Zagreb,Croatian Prva HNL,CDM
00001310,K. Johnsson,Sweden,FC Kobenhavn,Danish Superliga,GK
00005746,K. Junker,Denmark,FK Bodo/Glimt,Norwegian Eliteserien,ST
00010305,K. Kabran,Sweden,IK Start,Norwegian Eliteserien,LM
00002800,K. Kamara,Sierra Leone,Minnesota United FC,USA Major League Soccer,ST
00007922,K. Kaminski,Poland,Wis³a P³ock,Polish T-Mobile Ekstraklasa,GK
00007064,K. Kanak,Turkey,BB Erzurumspor,Turkish Süper Lig,LB
00005316,K. Kerschbaumer,Austria,1. FC Heidenheim 1846,German 2. Bundesliga,LDM
00009609,K. Klaesson,Norway,Valerenga Fotball,Norwegian Eliteserien,GK
00012345,K. Knoyle,England,Cambridge United,English League Two,RB
00008832,K. Koizumi,Japan,Kashima Antlers,Japanese J. League Division 1,RB
00008467,K. Kone,France,Toulouse Football Club,French Ligue 2,LCM
00012649,K. Koscielny,Poland,Stal Mielec,Polish T-Mobile Ekstraklasa,LCB
00000027,K. Koulibaly,Senegal,Napoli,Italian Serie A,LCB
00007874,K. Kozuka,Japan,Oita Trinita,Japanese J. League Division 1,LF
00010491,K. Kraus,Germany,1. FC Kaiserslautern,German 3. Bundesliga,RCB
00003906,K. Kuchaev,Russia,PFC CSKA Moscow,Russian Premier League,RM
00004338,K. Kusk,Denmark,Aalborg BK,Danish Superliga,RW
00002038,K. Laba,Togo,Al Ain FC,UAE Arabian Gulf League,ST
00002213,K. Laifis,Cyprus,Standard de Liege,Belgian Jupiler Pro League,LCB
00000222,K. Laimer,Austria,RB Leipzig,German 1. Bundesliga,RDM
00000653,K. Lala,France,RC Strasbourg Alsace,French Ligue 1,RB
00006093,K. Lamprou,Greece,RKC Waalwijk,Holland Eredivisie,GK
00010673,K. Larson,Sweden,IK Sirius,Swedish Allsvenskan,RB
00002001,K. Lasagna,Italy,Udinese,Italian Serie A,LS
00004300,K. Leerdam,Netherlands,Seattle Sounders FC,USA Major League Soccer,RB
00002148,K. Linetty,Poland,Torino,Italian Serie A,LCM
00014507,K. Luckassen,Netherlands,FC Viitorul,Romanian Liga I,ST
00013182,K. Lunding,Denmark,Odds BK,Norwegian Eliteserien,RW
00009868,K. Machida,Japan,Kashima Antlers,Japanese J. League Division 1,LCB
00001252,K. Malong,Cameroon,1. FSV Mainz 05,German 1. Bundesliga,RDM
00000165,K. Manolas,Greece,Napoli,Italian Serie A,RCB
00013069,K. Maradishvili,Russia,PFC CSKA Moscow,Russian Premier League,RDM
00007625,K. Matsubara,Japan,Sint-Truidense VV,Belgian Jupiler Pro League,LB
00002501,K. Mavropanos,Greece,VfB Stuttgart,German 1. Bundesliga,CB
00000007,K. Mbappe,France,Paris Saint-Germain,French Ligue 1,LS
00010938,K. McAllister,Scotland,St. Mirren,Scottish Premiership,RM
00008008,K. McFadzean,England,Coventry City,English League Championship,CB
00003614,K. McLean,Scotland,Norwich City,English League Championship,LDM
00012765,K. Mellor,England,Morecambe,English League Two,RB
00011735,K. Mensah,Denmark,Brondby IF,Danish Superliga,LWB
00007865,K. Mets,Estonia,AIK,Swedish Allsvenskan,LCB
00005437,K. Minda,Ecuador,Universidad Católica del Ecuador,Ecuadorian Serie A,RDM
00004008,K. Misao,Japan,Kashima Antlers,Japanese J. League Division 1,RDM
00009382,K. Moleko,South Africa,Kaizer Chiefs,South African Premier Division,RB
00004424,K. Molino,Trinidad & Tobago,Minnesota United FC,USA Major League Soccer,CAM
00006202,K. Moore,Wales,Cardiff City,English League Championship,ST
00011473,K. Morris,England,Tranmere Rovers,English League Two,RM
00002921,K. Muller,Germany,1. FC Heidenheim 1846,German 2. Bundesliga,GK
00005116,K. Musona,Zimbabwe,KAS Eupen,Belgian Jupiler Pro League,CAM
00006170,K. Nagai,Japan,FC Tokyo,Japanese J. League Division 1,ST
00008279,K. Nagasawa,Japan,Urawa Red Diamonds,Japanese J. League Division 1,RM
00004828,K. Nagato,Japan,Kashima Antlers,Japanese J. League Division 1,LB
00006132,K. Naismith,Scotland,Wigan Athletic,English League One,LM
00006772,K. Nakamura,Japan,Kashiwa Reysol,Japanese J. League Division 1,GK
00000045,K. Navas,Costa Rica,Paris Saint-Germain,French Ligue 1,GK
00014828,K. NDri,Ivory Coast,KAS Eupen,Belgian Jupiler Pro League,RW
00014860,K. Niemczycki,Poland,Cracovia,Polish T-Mobile Ekstraklasa,GK
00011106,K. Nisbet,Scotland,Hibernian,Scottish Premiership,RS
00006716,K. Nishizawa,Japan,Shimizu S-Pulse,Japanese J. League Division 1,LM
00005089,K. Noborizato,Japan,Kawasaki Frontale,Japanese J. League Division 1,LB
00003541,K. Nordfeldt,Sweden,Gençlerbirligi SK,Turkish Süper Lig,GK
00017102,K. Nsona,France,Stade Malherbe Caen,French Ligue 2,LW
00011410,K. Ntlhe,South Africa,Barrow,English League Two,LCB
00014481,K. OConnor,Republic of Ireland,Cork City,Rep. Ireland Airtricity League,LCB
00002449,K. Onisiwo,Austria,1. FSV Mainz 05,German 1. Bundesliga,LS
00011782,K. Ono,Japan,Shonan Bellmare,Japanese J. League Division 1,LCB
00005386,K. Onose,Japan,Gamba Osaka,Japanese J. League Division 1,RM
00013803,K. Opseth,Norway,Adelaide United,Australian Hyundai A-League,ST
00006470,K. Osako,Japan,Sanfrecce Hiroshima,Japanese J. League Division 1,GK
00017653,K. OSullivan,Republic of Ireland,Finn Harps,Rep. Ireland Airtricity League,RS
00017377,K. Ouattara,Ivory Coast,Östersunds FK,Swedish Allsvenskan,LWB
00009182,K. Ozer,Turkey,Gaziºehir Gaziantep F.K.,Turkish Süper Lig,RS
00005553,K. Paal,Netherlands,PEC Zwolle,Holland Eredivisie,LB
00010584,K. Pallesen,Denmark,Aalborg BK,Danish Superliga,RM
00018245,K. Palomino,Venezuela,Club Atlético Grau,Peruvian Primera División,LM
00018304,K. Paredes,United States,DC United,USA Major League Soccer,LWB
00006559,K. Parks,United States,New York City FC,USA Major League Soccer,RCM
00002195,K. Pedersen,Denmark,Birmingham City,English League Championship,LB
00007451,K. Pestka,Poland,Cracovia,Polish T-Mobile Ekstraklasa,LB
00001215,K. Phillips,England,Leeds United,English Premier League,CDM
00000727,K. Piatek,Poland,Hertha BSC,German 1. Bundesliga,LS
00009622,K. Piatkowski,Poland,Raków Czêstochowa,Polish T-Mobile Ekstraklasa,RCB
00015531,K. Poku,England,Colchester United,English League Two,RM
00017637,K. Popovic,Australia,Perth Glory,Australian Hyundai A-League,LCM
00006325,K. Proger,Germany,SC Paderborn 07,German 2. Bundesliga,RM
00004917,K. Przybylko,Poland,Philadelphia Union,USA Major League Soccer,RS
00009057,K. Pusch,Germany,KFC Uerdingen 05,German 3. Bundesliga,CAM
00007958,K. Ramirez,Uruguay,Querétaro,Mexican Liga MX,LM
00005946,K. Reichel,Germany,VfL Osnabrück,German 2. Bundesliga,LWB
00013796,K. Rendon,Colombia,Deportivo Pasto,Colombian Liga Postobón,RM
00004499,K. Rezaei,Iran,Sporting de Charleroi,Belgian Jupiler Pro League,ST
00012656,K. Romay,Bolivia,Always Ready,Liga de Fútbol Profesional Boliviano,RB
00003302,K. Rosenberry,United States,Colorado Rapids,USA Major League Soccer,RB
00016453,K. Rowles,Australia,Central Coast Mariners,Australian Hyundai A-League,LCB
00016819,K. Sadiki,Canada,Finn Harps,Rep. Ireland Airtricity League,RCB
00007919,K. Sadlier,Republic of Ireland,Rotherham United,English League Championship,LM
00004941,K. Saief,United States,Lechia Gdañsk,Polish T-Mobile Ekstraklasa,RCM
00010825,K. Saito,Japan,Yokohama FC,Japanese J. League Division 1,LS
00013494,K. Saka,Japan,Shonan Bellmare,Japanese J. League Division 1,CB
00009561,K. Sato,Japan,Yokohama FC,Japanese J. League Division 1,RDM
00000123,K. Schmeichel,Denmark,Leicester City,English Premier League,GK
00009395,K. Schulz,Germany,SKN St. Pölten,Austrian Football Bundesliga,LB
00007280,K. Sekiguchi,Japan,Vegalta Sendai,Japanese J. League Division 1,CM
00002723,K. Sema,Sweden,Watford,English League Championship,LM
00011494,K. Shelton,United States,Sporting Kansas City,USA Major League Soccer,ST
00014557,K. Sheppard,Republic of Ireland,Shelbourne FC,Rep. Ireland Airtricity League,RM
00012274,K. Shiihashi,Japan,Vegalta Sendai,Japanese J. League Division 1,LDM
00006513,K. Sidibe,France,Toulouse Football Club,French Ligue 2,RCM
00006015,K. Sigthorsson,Iceland,AIK,Swedish Allsvenskan,RS
00007026,K. Smith,England,Swansea City,English League Championship,RCM
00008497,K. Sowah,Ghana,Oud-Heverlee Leuven,Belgian Jupiler Pro League,RM
00005976,K. Steppe,Belgium,Sint-Truidense VV,Belgian Jupiler Pro League,GK
00011883,K. Sulemana,Ghana,FC Nordsjalland,Danish Superliga,LW
00013057,K. Tani,Japan,Shonan Bellmare,Japanese J. League Division 1,GK
00002341,K. TheophileCatherine,France,Dinamo Zagreb,Croatian Prva HNL,RCB
00007469,K. Thorstvedt,Norway,KRC Genk,Belgian Jupiler Pro League,RCM
00003839,K. Thuram,France,OGC Nice,French Ligue 1,RCM
00000694,K. Tierney,Scotland,Arsenal,English Premier League,LCB
00010424,K. Tokstad,Norway,Stromsgodset IF,Norwegian Eliteserien,RW
00013404,K. Tonnessen,Norway,IK Start,Norwegian Eliteserien,LB
00000189,K. Trapp,Germany,Eintracht Frankfurt,German 1. Bundesliga,GK
00008923,K. Triantafyllopoulos,Greece,Pogoñ Szczecin,Polish T-Mobile Ekstraklasa,RCB
00000185,K. Trippier,England,Atlético Madrid,Spain Primera Division,RB
00013315,K. Tshiembe,Denmark,Lyngby BK,Danish Superliga,RCB
00013237,K. Twardek,Canada,Bohemian FC,Rep. Ireland Airtricity League,RM
00012839,K. van Veen,Netherlands,Scunthorpe United,English League Two,ST
00006228,K. Vandendriessche,France,KV Oostende,Belgian Jupiler Pro League,RCM
00008746,K. Veendorp,Netherlands,FC Emmen,Holland Eredivisie,LCB
00009652,K. Velde,Norway,FK Haugesund,Norwegian Eliteserien,LW
00006748,K. Vida,Hungary,Piast Gliwice,Polish T-Mobile Ekstraklasa,CAM
00001095,K. Vogt,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,CB
00011414,K. Vollmann,Germany,FC Hansa Rostock,German 3. Bundesliga,RW
00003311,K. Wagner,Germany,Philadelphia Union,USA Major League Soccer,LB
00000092,K. Walker,England,Manchester City,English Premier League,RB
00001612,K. WalkerPeters,England,Southampton,English Premier League,RB
00012386,K. Wallace,England,Burton Albion,English League One,LB
00005273,K. Waston,Costa Rica,FC Cincinnati,USA Major League Soccer,RCB
00002862,K. Wilczek,Poland,FC Kobenhavn,Danish Superliga,RS
00010978,K. Wilson,England,Forest Green Rovers,English League Two,RWB
00010045,K. Wright,England,Örebro SK,Swedish Allsvenskan,LB
00012615,K. Yeboah,Australia,Western Sydney Wanderers,Australian Hyundai A-League,LS
00013070,K. Yeboah,Ghana,WSG Tirol,Austrian Football Bundesliga,RS
00007011,K. Yoda,France,Al Hazem,Saudi Abdul L. Jameel League,RW
00008833,K. Yoshino,Japan,Vegalta Sendai,Japanese J. League Division 1,RCB
00004827,K. Zachariassen,Norway,Rosenborg BK,Norwegian Eliteserien,RCM
00003860,K. Zohi,Mali,RC Strasbourg Alsace,French Ligue 1,LAM
00000399,K. Zouma,France,Chelsea,English Premier League,LCB
00010568,Ka Sol Hyun,Korea Republic,Gangwon FC,Korean K League Classic,RCB
00002465,Kaimo Lima,Brazil,Fluminense,Campeonato Brasileiro Série A,RCB
00003782,Kainho Selva,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A,RCB
00002018,Kaiquao Castro,Brazil,Fluminense,Campeonato Brasileiro Série A,GK
00002011,Kaiqundo Calado,Brazil,Sao Paulo,Campeonato Brasileiro Série A,RB
00002189,Kaku,Paraguay,New York Red Bulls,USA Major League Soccer,LM
00004159,Kalindi,Brazil,CD Nacional,Portuguese Liga ZON SAGRES,RB
00004767,Kang Hyeon Mu,Korea Republic,Pohang Steelers,Korean K League Classic,GK
00010341,Kang Min Soo,Korea Republic,Busan IPark,Korean K League Classic,LCB
00003748,Kaua Abranches,Brazil,Fortaleza,Campeonato Brasileiro Série A,RM
00007829,Kaxe,Spain,SD Ponferradina,Spanish Segunda División,RS
00010937,Kenny Rocha Santos,Cape Verde,AS Nancy Lorraine,French Ligue 2,LDM
00000219,Kepa,Spain,Chelsea,English Premier League,GK
00003474,Ki Sung Yueng,Korea Republic,FC Seoul,Korean K League Classic,LDM
00001096,Kike Garcia,Spain,SD Eibar,Spain Primera Division,LS
00001410,Kiko Femenia,Spain,Watford,English League Championship,LB
00001858,Kiko Olivas,Spain,Real Valladolid CF,Spain Primera Division,LCB
00002370,Kim Bo Kyung,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,LCM
00010494,Kim Byeong Oh,Korea Republic,Busan IPark,Korean K League Classic,LW
00010975,Kim Dae Won,Korea Republic,Daegu FC,Korean K League Classic,LM
00009431,Kim Do Hyeok,Korea Republic,Incheon United FC,Korean K League Classic,RCM
00013760,Kim Dong Woo,Korea Republic,Busan IPark,Korean K League Classic,RCB
00008827,Kim Gun Hee,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic,LS
00010408,Kim Ho Jun,Korea Republic,Busan IPark,Korean K League Classic,GK
00007107,Kim Ho Nam,Korea Republic,Incheon United FC,Korean K League Classic,RW
00004382,Kim In Seong,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,LM
00014179,Kim Jin Gyu,Korea Republic,Busan IPark,Korean K League Classic,LCM
00002918,Kim Jin Hyeon,Korea Republic,Cerezo Osaka,Japanese J. League Division 1,GK
00012587,Kim Jin Hyuk,Korea Republic,Sangju Sangmu FC,Korean K League Classic,LCB
00004408,Kim Jin Su,Korea Republic,Al Nassr,Saudi Abdul L. Jameel League,LB
00007414,Kim Jin Ya,Korea Republic,FC Seoul,Korean K League Classic,LB
00006121,Kim Kee Hee,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,RCB
00005045,Kim Kwang Suk,Korea Republic,Pohang Steelers,Korean K League Classic,LCB
00012795,Kim Kyung Jung,Korea Republic,Gangwon FC,Korean K League Classic,LB
00007875,Kim Min Hyeok,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,RCB
00012838,Kim Min Hyeok,Korea Republic,Sangju Sangmu FC,Korean K League Classic,RCM
00002555,Kim Min Jae,Korea Republic,Beijing Sinobo Guoan FC,Chinese Super League,RCB
00006770,Kim Min Tae,Korea Republic,Hokkaido Consadole Sapporo,Japanese J. League Division 1,CB
00006210,Kim Min Woo,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic,LM
00012433,Kim Moon Hwan,Korea Republic,Busan IPark,Korean K League Classic,RB
00013805,Kim Sang Won,Korea Republic,Pohang Steelers,Korean K League Classic,LB
00004407,Kim Seung Dae,Korea Republic,Gangwon FC,Korean K League Classic,ST
00001415,Kim Shin Wook,Korea Republic,Shanghai Greenland Shenhua FC,Chinese Super League,LS
00004320,Kim Tae Hwan,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,RB
00009078,Kim Yong Hwan,Korea Republic,Sangju Sangmu FC,Korean K League Classic,RB
00004342,Kim Young Gwon,Korea Republic,Gamba Osaka,Japanese J. League Division 1,LCB
00006920,Kim Young Kwang,Korea Republic,Seongnam FC,Korean K League Classic,GK
00008731,Kirian,Spain,UD Las Palmas,Spanish Segunda División,LDM
00006144,Ko Kwang Min,Korea Republic,FC Seoul,Korean K League Classic,LM
00000097,Koke,Spain,Atlético Madrid,Spain Primera Division,RCM
00009061,Kwon Kyung Won,Korea Republic,Sangju Sangmu FC,Korean K League Classic,RCB
00008103,Kwon Soon Hyung,Korea Republic,Seongnam FC,Korean K League Classic,RCM
00015277,Kyung Gun Mun,Korea Republic,Oita Trinita,Japanese J. League Division 1,GK
00003235,L. Abram,Peru,Vélez Sarsfield,Argentina Primera División,LCB
00006665,L. Abubakar,Ghana,Colorado Rapids,USA Major League Soccer,RCB
00000816,L. Acosta,Argentina,Club Atlético Lanús,Argentina Primera División,LW
00002727,L. Acosta,Argentina,Club Atlas,Mexican Liga MX,CAM
00005588,L. Acosta,Argentina,Club Atlético Lanús,Argentina Primera División,GK
00002398,L. Advincula,Peru,Rayo Vallecano,Spanish Segunda División,RB
00008602,L. Adzic,Serbia,MKE Ankaragücü,Turkish Süper Lig,CAM
00001286,L. Ajorque,France,RC Strasbourg Alsace,French Ligue 1,ST
00010369,L. Akins,England,Burton Albion,English League One,LW
00013687,L. Alessandra,England,Carlisle United,English League Two,LS
00007501,L. Amos,England,Queens Park Rangers,English League Championship,CAM
00001318,L. Andersen,Denmark,Aalborg BK,Danish Superliga,LW
00008837,L. Angulo,Colombia,Independiente Medellín,Colombian Liga Postobón,RCM
00001953,L. Aued,Argentina,Universidad Católica,Chilian Campeonato Nacional,LCM
00001331,L. Augustinsson,Sweden,SV Werder Bremen,German 1. Bundesliga,LB
00001854,L. Ayling,England,Leeds United,English Premier League,RB
00007236,L. Azcona,Ecuador,Olimpia Asunción,Paraguayan Primera División,GK
00005733,L. Azouni,Tunisia,CD Nacional,Portuguese Liga ZON SAGRES,CDM
00007070,L. Bacuna,Curacao,Cardiff City,English League Championship,LDM
00004702,L. Baker,England,Trabzonspor,Turkish Süper Lig,LCM
00013433,L. Banks,England,Sligo Rovers,Rep. Ireland Airtricity League,RB
00005026,L. Barrios,Paraguay,Gimnasia y Esgrima La Plata,Argentina Primera División,ST
00011148,L. Bell Bell,Cameroon,1. FC Magdeburg,German 3. Bundesliga,LM
00000245,L. Bender,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,RB
00010983,L. Bengtsson,Sweden,BK Häcken,Swedish Allsvenskan,LW
00008293,L. Berry,England,Luton Town,English League Championship,CAM
00008930,L. Bertone,Switzerland,Waasland-Beveren,Belgian Jupiler Pro League,RDM
00005885,L. Bijker,Netherlands,KV Mechelen,Belgian Jupiler Pro League,LB
00012980,L. Binks,England,Montreal Impact,USA Major League Soccer,LCB
00001206,L. Blas,France,FC Nantes,French Ligue 1,CAM
00010799,L. Bolton,England,Dundee United,Scottish Premiership,RM
00000089,L. Bonucci,Italy,Juventus,Italian Serie A,CB
00007081,L. Brattan,Australia,Sydney FC,Australian Hyundai A-League,RDM
00005961,L. Bridcutt,Scotland,Lincoln City,English League One,CDM
00018181,L. Brooks,Australia,Melbourne Victory,Australian Hyundai A-League,RM
00010444,L. Brown,England,Portsmouth,English League One,LB
00010384,L. Broxham,Australia,Melbourne Victory,Australian Hyundai A-League,RDM
00013317,L. Bunning,Germany,SV Meppen,German 3. Bundesliga,LCB
00012503,L. Burge,England,Sunderland,English League One,GK
00003455,L. Burian,Uruguay,Club Atlético Colón,Argentina Primera División,GK
00008118,L. Burliga,Poland,Wis³a Kraków,Polish T-Mobile Ekstraklasa,RB
00011551,L. Butron,Peru,Alianza Lima,Peruvian Primera División,GK
00014976,L. Buzan,Romania,FC Hermannstadt,Romanian Liga I,LM
00017049,L. Byrne,Republic of Ireland,Shelbourne FC,Rep. Ireland Airtricity League,LCB
00011840,L. Cabral,Paraguay,Nacional Asunción,Paraguayan Primera División,RCB
00000996,L. Cabrera,Uruguay,RCD Espanyol,Spanish Segunda División,LCB
00009008,L. Cabrera,Chile,Audax Italiano,Chilian Campeonato Nacional,RDM
00004326,L. Caldirola,Italy,Benevento,Italian Serie A,LCB
00013369,L. Callegari,France,FC Chambly Oise,French Ligue 2,RCM
00012407,L. Canga,Ecuador,Delfín SC,Ecuadorian Serie A,RCB
00003607,L. Carole,France,RC Strasbourg Alsace,French Ligue 1,LB
00004413,L. Castro,Colombia,Kaizer Chiefs,South African Premier Division,LS
00006275,L. Castro,Colombia,Independiente Medellín,Colombian Liga Postobón,RS
00002966,L. Cavallini,Canada,Vancouver Whitecaps FC,USA Major League Soccer,LS
00015775,L. Chalmers,Scotland,Dundee United,Scottish Premiership,LM
